id,title,description,severity,status,created_at,updated_at,resolved_at,affected_services,assignee,category
INC1195,Network latency to product region,Network latency to product region affecting production environment,critical,investigating,2026-01-21T08:31:56.376226,,,api-gateway,payments-team,Network
INC1196,Payment service 500 errors,Payment service 500 errors affecting production environment,low,open,2026-01-18T18:39:56.376226,,,product-service|oauth-provider|api-gateway,platform-team,Payments
INC1197,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with sporadic failures,medium,resolved,2026-01-19T17:34:56.376226,2026-01-20T13:37:56.376226,2026-01-19T23:05:56.376226,fluentd|session-service,payments-team,Security
INC1198,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,high,investigating,2026-01-10T00:43:56.376226,,,checkout-service,security-team,Cache
INC1199,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with consistent failures,low,investigating,2026-01-12T12:49:56.376226,,,logging-service|container-registry,dba-team,Cache
INC1200,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with sporadic failures,medium,open,2026-01-20T12:50:56.376226,,,reporting-service,devops-team,Application
INC1201,Redis cache connection failures,Redis cache connection failures affecting production environment with consistent failures,high,resolved,2026-01-19T16:16:56.376226,2026-01-20T11:29:56.376226,2026-01-20T11:56:56.376226,fluentd|read-replica,dba-team,Cache
INC1202,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,medium,investigating,2026-01-10T08:42:56.376226,,,order-service,dba-team,Cache
INC1203,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-17T13:23:56.376226,2026-01-17T16:43:56.376226,2026-01-17T18:39:56.376226,order-service|container-registry|product-service,ops-team,Infrastructure
INC1204,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,high,investigating,2026-01-16T21:37:56.376226,,,session-service|checkout-service,identity-team,Infrastructure
INC1205,Network latency to checkout region,Network latency to checkout region affecting production environment with consistent failures,critical,investigating,2026-01-13T10:19:56.376226,,,cache-service,infra-team,Network
INC1206,Certificate authority unreachable,Certificate authority unreachable affecting production environment,critical,investigating,2026-01-21T02:14:56.376226,,,order-service|frontend|logging-service,security-team,Security
INC1207,Service mesh configuration error,Service mesh configuration error affecting production environment,low,open,2026-01-15T00:25:56.376226,,,fulfillment-service|fluentd,dba-team,Infrastructure
INC1208,Redis cache connection failures,Redis cache connection failures affecting production environment with sporadic failures,medium,open,2026-01-17T05:16:56.376226,,,api-gateway,security-team,Cache
INC1209,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with consistent failures,critical,resolved,2026-01-09T23:45:56.376226,2026-01-10T19:50:56.376226,2026-01-10T00:49:56.376226,email-service,platform-team,Security
INC1210,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment,medium,open,2026-01-17T12:20:56.376226,,,auth-service|database,payments-team,Monitoring
INC1211,Message queue backlog growing,Message queue backlog growing affecting production environment,critical,resolved,2026-01-14T15:50:56.376226,2026-01-15T22:35:56.376226,2026-01-14T18:23:56.376226,logging-service,api-team,Monitoring
INC1212,Container registry unavailable,Container registry unavailable affecting production environment,medium,investigating,2026-01-19T05:23:56.376226,,,load-balancer|ci-cd,search-team,Infrastructure
INC1213,Certificate authority unreachable,Certificate authority unreachable affecting production environment,low,investigating,2026-01-14T16:13:56.376226,,,auth-service|email-service|fulfillment-service,payments-team,Security
INC1214,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,high,resolved,2026-01-19T19:05:56.376226,2026-01-21T10:53:56.376226,2026-01-19T19:57:56.376226,api-gateway|container-registry,platform-team,Monitoring
INC1215,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,low,open,2026-01-11T07:31:56.376226,,,cdn|container-registry,payments-team,Security
INC1216,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment,high,investigating,2026-01-17T09:28:56.376226,,,frontend|checkout-service,payments-team,Monitoring
INC1217,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,critical,resolved,2026-01-17T07:17:56.376226,2026-01-17T08:27:56.376226,2026-01-17T09:32:56.376226,payment-service|rabbitmq,dba-team,Infrastructure
INC1218,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,critical,investigating,2026-01-18T19:45:56.376226,,,cache-service|elasticsearch,observability-team,Infrastructure
INC1219,Memory leak in fulfillment service,Memory leak in fulfillment service affecting production environment with consistent failures,high,investigating,2026-01-18T05:20:56.376226,,,product-service|order-service|rate-limiter,payments-team,Application
INC1220,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,low,open,2026-01-07T05:25:56.376226,,,rabbitmq|cache-service|notification-service,dba-team,Monitoring
INC1221,Certificate authority unreachable,Certificate authority unreachable affecting production environment with consistent failures,critical,investigating,2026-01-20T09:55:56.376226,,,user-service|fulfillment-service,observability-team,Security
INC1222,Message queue backlog growing,Message queue backlog growing affecting production environment,high,resolved,2026-01-10T19:00:56.376226,2026-01-11T13:11:56.376226,2026-01-11T14:51:56.376226,product-service|frontend,ops-team,Monitoring
INC1223,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,low,resolved,2026-01-08T06:12:56.376226,2026-01-08T09:46:56.376226,2026-01-08T10:22:56.376226,cdn|email-service|checkout-service,api-team,Application
INC1224,Network latency to order region,Network latency to order region affecting production environment,medium,resolved,2026-01-14T08:23:56.376226,2026-01-15T02:45:56.376226,2026-01-14T14:45:56.376226,fluentd|fulfillment-service,platform-team,Network
INC1225,Disk space critical on rabbitmq nodes,Disk space critical on rabbitmq nodes affecting production environment,low,investigating,2026-01-11T19:35:56.376226,,,elasticsearch|container-registry|rate-limiter,api-team,Storage
INC1226,Container registry unavailable,Container registry unavailable affecting production environment with sporadic failures,low,investigating,2026-01-21T15:13:56.376226,,,frontend|cdn,ops-team,Infrastructure
INC1227,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with consistent failures,low,investigating,2026-01-08T01:02:56.376226,,,session-service|fulfillment-service,dba-team,Infrastructure
INC1228,Network latency to kubernetes region,Network latency to kubernetes region affecting production environment with sporadic failures,low,investigating,2026-01-16T09:39:56.376226,,,cache-service|elasticsearch,payments-team,Infrastructure
INC1229,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with intermittent failures,critical,investigating,2026-01-13T00:27:56.376226,,,ci-cd|payment-service,security-team,Cache
INC1230,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,high,open,2026-01-10T01:27:56.376226,,,search-service|email-service|api-gateway,devops-team,Cache
INC1231,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with sporadic failures,critical,resolved,2026-01-15T06:56:56.376226,2026-01-16T18:56:56.376226,2026-01-15T20:56:56.376226,search-service|product-service,identity-team,Security
INC1232,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,critical,investigating,2026-01-13T02:51:56.376226,,,ci-cd,devops-team,Security
INC1233,Payment service 500 errors,Payment service 500 errors affecting production environment with sporadic failures,high,open,2026-01-10T17:59:56.376226,,,session-service|logging-service,infra-team,Payments
INC1234,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with intermittent failures,medium,resolved,2026-01-16T00:05:56.376226,2026-01-16T23:41:56.376226,2026-01-16T18:51:56.376226,frontend|logging-service,ops-team,Application
INC1235,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with consistent failures,medium,investigating,2026-01-21T11:34:56.376226,,,fulfillment-service|kubernetes,api-team,Security
INC1236,Memory leak in cdn service,Memory leak in cdn service affecting production environment,low,resolved,2026-01-11T00:21:56.376226,2026-01-11T12:10:56.376226,2026-01-11T02:37:56.376226,cdn|reporting-service|frontend,infra-team,Application
INC1237,Redis cache connection failures,Redis cache connection failures affecting production environment,high,investigating,2026-01-19T06:06:56.376226,,,ci-cd,observability-team,Cache
INC1238,Database replica lag critical,Database replica lag critical affecting production environment with sporadic failures,critical,investigating,2026-01-14T04:18:56.376226,,,checkout-service|kubernetes,payments-team,Database
INC1239,Container registry unavailable,Container registry unavailable affecting production environment,high,investigating,2026-01-17T00:09:56.376226,,,cdn,devops-team,Infrastructure
INC1240,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,medium,resolved,2026-01-07T13:40:56.376226,2026-01-07T23:19:56.376226,2026-01-07T15:15:56.376226,read-replica|api-gateway|fulfillment-service,devops-team,Monitoring
INC1241,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,medium,open,2026-01-16T14:56:56.376226,,,api-gateway|product-service|auth-service,devops-team,Monitoring
INC1242,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,medium,investigating,2026-01-12T18:21:56.376226,,,checkout-service,identity-team,Infrastructure
INC1243,Redis cache connection failures,Redis cache connection failures affecting production environment,high,open,2026-01-20T18:39:56.376226,,,oauth-provider|email-service|ci-cd,devops-team,Cache
INC1244,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with intermittent failures,critical,resolved,2026-01-20T05:21:56.376226,2026-01-20T16:36:56.376226,2026-01-20T09:28:56.376226,elasticsearch|api-gateway,ops-team,Application
INC1245,API response latency spike,API response latency spike affecting production environment with consistent failures,critical,investigating,2026-01-13T03:22:56.376226,,,reporting-service|order-service|fluentd,devops-team,Network
INC1246,Network latency to fluentd region,Network latency to fluentd region affecting production environment,critical,resolved,2026-01-19T07:19:56.376226,2026-01-21T07:08:56.376226,2026-01-19T09:12:56.376226,product-service,search-team,Network
INC1247,Disk space critical on container-registry nodes,Disk space critical on container-registry nodes affecting production environment with consistent failures,low,open,2026-01-09T03:14:56.376226,,,logging-service|rate-limiter|order-service,payments-team,Infrastructure
INC1248,Message queue backlog growing,Message queue backlog growing affecting production environment,high,open,2026-01-21T02:16:56.376226,,,notification-service|cache-service,api-team,Monitoring
INC1249,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,critical,investigating,2026-01-11T04:44:56.376226,,,oauth-provider|search-service|rate-limiter,identity-team,Database
INC1250,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with sporadic failures,low,open,2026-01-09T10:44:56.376226,,,email-service,infra-team,Cache
INC1251,Service mesh configuration error,Service mesh configuration error affecting production environment,high,investigating,2026-01-18T00:02:56.376226,,,session-service|database|fluentd,identity-team,Infrastructure
INC1252,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,medium,open,2026-01-16T04:20:56.376226,,,cache-service|container-registry,platform-team,Security
INC1253,Database connection timeout,Database connection timeout affecting production environment with sporadic failures,high,open,2026-01-15T18:42:56.376226,,,elasticsearch|read-replica,dba-team,Database
INC1254,Container registry unavailable,Container registry unavailable affecting production environment,medium,investigating,2026-01-16T23:03:56.376226,,,search-service|read-replica|product-service,search-team,Infrastructure
INC1255,Load balancer health check failing,Load balancer health check failing affecting production environment with sporadic failures,critical,investigating,2026-01-16T20:47:56.376226,,,session-service,platform-team,Infrastructure
INC1256,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,low,resolved,2026-01-10T05:57:56.376226,2026-01-11T12:33:56.376226,2026-01-10T09:13:56.376226,auth-service|load-balancer|elasticsearch,dba-team,Monitoring
INC1257,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,low,investigating,2026-01-16T21:47:56.376226,,,api-gateway|cache-service|reporting-service,dba-team,Monitoring
INC1258,Network latency to kubernetes region,Network latency to kubernetes region affecting production environment,low,investigating,2026-01-16T10:41:56.376226,,,cache-service,payments-team,Infrastructure
INC1259,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,critical,open,2026-01-16T03:01:56.376226,,,api-gateway|elasticsearch,platform-team,Monitoring
INC1260,Payment service 500 errors,Payment service 500 errors affecting production environment with intermittent failures,high,open,2026-01-10T01:41:56.376226,,,logging-service|rabbitmq|database,identity-team,Payments
INC1261,Memory leak in reporting service,Memory leak in reporting service affecting production environment with intermittent failures,high,resolved,2026-01-08T00:56:56.376226,2026-01-08T09:24:56.376226,2026-01-08T02:32:56.376226,database,platform-team,Application
INC1262,Memory leak in reporting service,Memory leak in reporting service affecting production environment with sporadic failures,critical,resolved,2026-01-19T22:12:56.376226,2026-01-21T04:01:56.376226,2026-01-20T00:22:56.376226,notification-service|rabbitmq|rate-limiter,observability-team,Application
INC1263,Certificate authority unreachable,Certificate authority unreachable affecting production environment with intermittent failures,high,investigating,2026-01-16T02:57:56.376226,,,checkout-service|search-service|read-replica,identity-team,Security
INC1264,Disk space critical on session nodes,Disk space critical on session nodes affecting production environment with consistent failures,high,resolved,2026-01-10T04:43:56.376226,2026-01-12T01:18:56.376226,2026-01-10T06:45:56.376226,session-service|container-registry|oauth-provider,api-team,Storage
INC1265,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,high,resolved,2026-01-14T09:36:56.376226,2026-01-14T21:40:56.376226,2026-01-15T02:15:56.376226,ci-cd|session-service,api-team,Infrastructure
INC1266,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,medium,open,2026-01-18T22:14:56.376226,,,notification-service,security-team,Application
INC1267,Disk space critical on session nodes,Disk space critical on session nodes affecting production environment,critical,resolved,2026-01-10T13:09:56.376226,2026-01-10T23:29:56.376226,2026-01-10T19:24:56.376226,notification-service,search-team,Storage
INC1268,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with sporadic failures,medium,investigating,2026-01-15T10:07:56.376226,,,rate-limiter|frontend|logging-service,security-team,Infrastructure
INC1269,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,high,investigating,2026-01-09T03:47:56.376226,,,product-service|load-balancer|elasticsearch,infra-team,Monitoring
INC1270,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,critical,investigating,2026-01-12T19:52:56.376226,,,container-registry|rate-limiter,payments-team,Application
INC1271,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with intermittent failures,medium,open,2026-01-17T16:42:56.376226,,,load-balancer|product-service,ops-team,Application
INC1272,Database replica lag critical,Database replica lag critical affecting production environment,critical,resolved,2026-01-19T01:05:56.376226,2026-01-20T10:33:56.376226,2026-01-19T13:33:56.376226,order-service|api-gateway,platform-team,Database
INC1273,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-07T15:50:56.376226,2026-01-09T13:48:56.376226,2026-01-07T17:53:56.376226,database|email-service|cache-service,devops-team,Infrastructure
INC1274,Service mesh configuration error,Service mesh configuration error affecting production environment,low,open,2026-01-17T04:43:56.376226,,,product-service|oauth-provider|session-service,api-team,Infrastructure
INC1275,Load balancer health check failing,Load balancer health check failing affecting production environment,low,investigating,2026-01-19T17:52:56.376226,,,kubernetes,payments-team,Infrastructure
INC1276,Service mesh configuration error,Service mesh configuration error affecting production environment,medium,resolved,2026-01-08T08:41:56.376226,2026-01-09T06:17:56.376226,2026-01-08T10:16:56.376226,logging-service|ci-cd|cache-service,dba-team,Infrastructure
INC1277,Disk space critical on load-balancer nodes,Disk space critical on load-balancer nodes affecting production environment,low,open,2026-01-18T21:21:56.376226,,,fluentd|elasticsearch|search-service,infra-team,Storage
INC1278,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with intermittent failures,medium,investigating,2026-01-14T01:55:56.376226,,,search-service|notification-service,observability-team,Application
INC1279,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,low,open,2026-01-08T14:52:56.376226,,,cdn|rate-limiter,identity-team,Cache
INC1280,API response latency spike,API response latency spike affecting production environment with intermittent failures,high,open,2026-01-16T07:28:56.376226,,,kubernetes|rate-limiter|search-service,dba-team,Network
INC1281,Load balancer health check failing,Load balancer health check failing affecting production environment,high,resolved,2026-01-08T17:30:56.376226,2026-01-10T06:35:56.376226,2026-01-08T20:04:56.376226,logging-service|order-service|reporting-service,payments-team,Infrastructure
INC1282,Disk space critical on kubernetes nodes,Disk space critical on kubernetes nodes affecting production environment with sporadic failures,critical,investigating,2026-01-08T15:53:56.376226,,,oauth-provider|elasticsearch,payments-team,Infrastructure
INC1283,Database replica lag critical,Database replica lag critical affecting production environment,high,investigating,2026-01-15T17:13:56.376226,,,auth-service|cdn,devops-team,Database
INC1284,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,critical,open,2026-01-12T07:35:56.376226,,,kubernetes|email-service,devops-team,Security
INC1285,Database replica lag critical,Database replica lag critical affecting production environment with sporadic failures,medium,resolved,2026-01-21T06:23:56.376226,2026-01-23T05:18:56.376226,2026-01-21T18:29:56.376226,payment-service|notification-service|logging-service,payments-team,Database
INC1286,Redis cache connection failures,Redis cache connection failures affecting production environment,low,open,2026-01-15T14:20:56.376226,,,logging-service,payments-team,Cache
INC1287,Network latency to product region,Network latency to product region affecting production environment with consistent failures,high,open,2026-01-17T00:38:56.376226,,,checkout-service|frontend,security-team,Network
INC1288,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with intermittent failures,high,open,2026-01-09T08:33:56.376226,,,auth-service|oauth-provider,platform-team,Monitoring
INC1289,Container registry unavailable,Container registry unavailable affecting production environment,critical,investigating,2026-01-19T07:03:56.376226,,,api-gateway,payments-team,Infrastructure
INC1290,Disk space critical on rabbitmq nodes,Disk space critical on rabbitmq nodes affecting production environment with intermittent failures,medium,open,2026-01-08T10:13:56.376226,,,product-service|elasticsearch|search-service,search-team,Storage
INC1291,Redis cache connection failures,Redis cache connection failures affecting production environment,low,resolved,2026-01-12T09:42:56.376226,2026-01-13T18:49:56.376226,2026-01-12T11:10:56.376226,auth-service|cdn,search-team,Cache
INC1292,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,high,investigating,2026-01-10T20:53:56.376226,,,session-service|email-service|fluentd,api-team,Infrastructure
INC1293,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,high,resolved,2026-01-17T04:28:56.376226,2026-01-17T15:22:56.376226,2026-01-18T01:15:56.376226,checkout-service,devops-team,Infrastructure
INC1294,Database connection timeout,Database connection timeout affecting production environment,medium,open,2026-01-18T10:14:56.376226,,,user-service,devops-team,Database
INC1295,Redis cache connection failures,Redis cache connection failures affecting production environment with sporadic failures,high,investigating,2026-01-16T08:18:56.376226,,,frontend,payments-team,Cache
INC1296,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with intermittent failures,medium,investigating,2026-01-20T22:16:56.376226,,,auth-service,identity-team,Infrastructure
INC1297,Redis cache connection failures,Redis cache connection failures affecting production environment,high,investigating,2026-01-16T04:27:56.376226,,,search-service,ops-team,Cache
INC1298,Load balancer health check failing,Load balancer health check failing affecting production environment,medium,investigating,2026-01-07T11:50:56.376226,,,elasticsearch|read-replica|checkout-service,payments-team,Infrastructure
INC1299,Memory leak in auth service,Memory leak in auth service affecting production environment,medium,open,2026-01-12T20:33:56.376226,,,oauth-provider|frontend,dba-team,Application
INC1300,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,low,investigating,2026-01-14T10:23:56.376226,,,payment-service|search-service,observability-team,Application
INC1301,Network latency to product region,Network latency to product region affecting production environment with sporadic failures,low,investigating,2026-01-14T18:19:56.376226,,,notification-service|payment-service|email-service,dba-team,Network
INC1302,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with intermittent failures,medium,resolved,2026-01-08T17:32:56.376226,2026-01-10T15:57:56.376226,2026-01-10T04:54:56.376226,fulfillment-service|order-service,platform-team,Security
INC1303,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,high,investigating,2026-01-18T09:08:56.376226,,,read-replica|rabbitmq|cache-service,payments-team,Monitoring
INC1304,Database replica lag critical,Database replica lag critical affecting production environment,medium,resolved,2026-01-17T20:13:56.376226,2026-01-18T21:53:56.376226,2026-01-18T04:11:56.376226,rate-limiter,platform-team,Database
INC1305,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,low,open,2026-01-09T06:46:56.376226,,,rabbitmq,identity-team,Infrastructure
INC1306,Load balancer health check failing,Load balancer health check failing affecting production environment with intermittent failures,critical,investigating,2026-01-11T11:54:56.376226,,,elasticsearch,security-team,Infrastructure
INC1307,Disk space critical on search nodes,Disk space critical on search nodes affecting production environment,medium,investigating,2026-01-12T10:15:56.376226,,,oauth-provider|ci-cd|order-service,observability-team,Storage
INC1308,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,low,investigating,2026-01-13T14:27:56.376226,,,payment-service|order-service|email-service,identity-team,Database
INC1309,Memory leak in order service,Memory leak in order service affecting production environment with consistent failures,medium,investigating,2026-01-11T08:53:56.376226,,,api-gateway|kubernetes|read-replica,payments-team,Application
INC1310,Container registry unavailable,Container registry unavailable affecting production environment with sporadic failures,medium,open,2026-01-20T15:40:56.376226,,,notification-service,infra-team,Infrastructure
INC1311,Disk space critical on fulfillment nodes,Disk space critical on fulfillment nodes affecting production environment with sporadic failures,low,resolved,2026-01-12T11:40:56.376226,2026-01-14T09:13:56.376226,2026-01-12T17:57:56.376226,product-service,payments-team,Storage
INC1312,Memory leak in ci-cd service,Memory leak in ci-cd service affecting production environment,medium,resolved,2026-01-09T12:05:56.376226,2026-01-10T16:59:56.376226,2026-01-09T14:53:56.376226,cache-service,ops-team,Application
INC1313,Container registry unavailable,Container registry unavailable affecting production environment,critical,investigating,2026-01-10T18:30:56.376226,,,fluentd|reporting-service,observability-team,Infrastructure
INC1314,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,low,open,2026-01-19T07:34:56.376226,,,database,payments-team,Security
INC1315,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,medium,resolved,2026-01-13T07:03:56.376226,2026-01-13T20:18:56.376226,2026-01-13T09:04:56.376226,api-gateway|email-service,security-team,Monitoring
INC1316,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with intermittent failures,medium,open,2026-01-13T23:09:56.376226,,,logging-service|search-service,ops-team,Security
INC1317,Memory leak in read-replica service,Memory leak in read-replica service affecting production environment,low,resolved,2026-01-16T09:40:56.376226,2026-01-18T05:08:56.376226,2026-01-17T03:51:56.376226,load-balancer|order-service,dba-team,Application
INC1318,Certificate authority unreachable,Certificate authority unreachable affecting production environment,low,resolved,2026-01-12T02:28:56.376226,2026-01-13T04:21:56.376226,2026-01-12T04:50:56.376226,order-service|container-registry,identity-team,Security
INC1319,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with sporadic failures,critical,investigating,2026-01-07T21:12:56.376226,,,fulfillment-service|kubernetes|product-service,platform-team,Monitoring
INC1320,Load balancer health check failing,Load balancer health check failing affecting production environment with consistent failures,critical,resolved,2026-01-11T18:12:56.376226,2026-01-12T13:09:56.376226,2026-01-11T19:26:56.376226,container-registry|read-replica,infra-team,Infrastructure
INC1321,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,high,open,2026-01-06T22:11:56.376226,,,email-service|rabbitmq,identity-team,Monitoring
INC1322,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with sporadic failures,high,open,2026-01-19T16:57:56.376226,,,fulfillment-service|load-balancer|rabbitmq,search-team,Monitoring
INC1323,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,critical,resolved,2026-01-19T14:32:56.376226,2026-01-21T03:38:56.376226,2026-01-19T21:25:56.376226,logging-service,platform-team,Security
INC1324,Message queue backlog growing,Message queue backlog growing affecting production environment with sporadic failures,critical,investigating,2026-01-17T09:20:56.376226,,,rabbitmq|kubernetes,dba-team,Monitoring
INC1325,API response latency spike,API response latency spike affecting production environment with sporadic failures,critical,investigating,2026-01-08T19:06:56.376226,,,order-service|session-service,search-team,Network
INC1326,Database connection timeout,Database connection timeout affecting production environment with consistent failures,high,resolved,2026-01-12T05:41:56.376226,2026-01-13T00:09:56.376226,2026-01-12T08:51:56.376226,search-service,identity-team,Database
INC1327,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with intermittent failures,medium,resolved,2026-01-19T12:07:56.376226,2026-01-20T09:54:56.376226,2026-01-19T19:48:56.376226,logging-service|product-service,payments-team,Cache
INC1328,Load balancer health check failing,Load balancer health check failing affecting production environment with consistent failures,high,resolved,2026-01-15T18:17:56.376226,2026-01-16T09:37:56.376226,2026-01-15T21:41:56.376226,order-service|elasticsearch,api-team,Infrastructure
INC1329,Container registry unavailable,Container registry unavailable affecting production environment,critical,resolved,2026-01-13T00:42:56.376226,2026-01-14T23:13:56.376226,2026-01-13T06:45:56.376226,search-service|rate-limiter,identity-team,Infrastructure
INC1330,Message queue backlog growing,Message queue backlog growing affecting production environment with intermittent failures,high,open,2026-01-08T01:03:56.376226,,,read-replica|fluentd,observability-team,Monitoring
INC1331,Network latency to session region,Network latency to session region affecting production environment with sporadic failures,medium,investigating,2026-01-16T16:30:56.376226,,,api-gateway,api-team,Network
INC1332,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,critical,investigating,2026-01-12T11:48:56.376226,,,payment-service|cdn,api-team,Security
INC1333,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with intermittent failures,high,open,2026-01-13T19:41:56.376226,,,payment-service|ci-cd|cache-service,ops-team,Security
INC1334,Load balancer health check failing,Load balancer health check failing affecting production environment,medium,open,2026-01-21T01:54:56.376226,,,rate-limiter|notification-service|payment-service,ops-team,Infrastructure
INC1335,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,low,resolved,2026-01-14T08:52:56.376226,2026-01-15T21:27:56.376226,2026-01-14T12:26:56.376226,notification-service|frontend|checkout-service,dba-team,Security
INC1336,Service mesh configuration error,Service mesh configuration error affecting production environment,critical,resolved,2026-01-19T06:17:56.376226,2026-01-19T23:44:56.376226,2026-01-19T15:07:56.376226,product-service|email-service,infra-team,Infrastructure
INC1337,Network latency to product region,Network latency to product region affecting production environment,medium,investigating,2026-01-20T16:41:56.376226,,,rabbitmq|payment-service|order-service,dba-team,Network
INC1338,Load balancer health check failing,Load balancer health check failing affecting production environment with intermittent failures,medium,resolved,2026-01-12T17:10:56.376226,2026-01-14T11:45:56.376226,2026-01-12T21:36:56.376226,oauth-provider,security-team,Infrastructure
INC1339,Service mesh configuration error,Service mesh configuration error affecting production environment with consistent failures,critical,investigating,2026-01-08T19:01:56.376226,,,reporting-service|container-registry,ops-team,Infrastructure
INC1340,Message queue backlog growing,Message queue backlog growing affecting production environment,medium,open,2026-01-17T05:30:56.376226,,,cache-service|rabbitmq|elasticsearch,ops-team,Monitoring
INC1341,Certificate authority unreachable,Certificate authority unreachable affecting production environment,medium,investigating,2026-01-10T15:54:56.376226,,,reporting-service|fluentd,observability-team,Security
INC1342,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,critical,resolved,2026-01-16T05:21:56.376226,2026-01-16T07:00:56.376226,2026-01-16T16:24:56.376226,fluentd,infra-team,Security
INC1343,Service mesh configuration error,Service mesh configuration error affecting production environment,low,resolved,2026-01-08T10:52:56.376226,2026-01-10T10:02:56.376226,2026-01-08T20:59:56.376226,notification-service|email-service|fulfillment-service,payments-team,Infrastructure
INC1344,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-07T21:51:56.376226,2026-01-09T11:35:56.376226,2026-01-08T01:34:56.376226,cdn|rate-limiter|frontend,search-team,Infrastructure
INC1345,Load balancer health check failing,Load balancer health check failing affecting production environment,high,open,2026-01-08T03:48:56.376226,,,fluentd,search-team,Infrastructure
INC1346,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,medium,investigating,2026-01-13T00:40:56.376226,,,container-registry|api-gateway,infra-team,Cache
INC1347,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with sporadic failures,high,open,2026-01-21T13:29:56.376226,,,user-service|ci-cd|product-service,api-team,Application
INC1348,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,low,open,2026-01-12T06:45:56.376226,,,rate-limiter,devops-team,Infrastructure
