incident_id,ticket_id,type,resolution,description,source,similarity_score,resolved_by_team
INC1198,JIRA-1140,similar_incident,Fixed 19 timeout by increasing connection timeout to 84s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.8,dba-team
INC1199,SNOW1202,similar_incident,Scaled up 8 instances from 49 to 2 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to APIms average.,,servicenow,0.92,dba-team
INC1199,SNOW1203,similar_incident,Rolled back to previous 6 version to restore functionality,,servicenow,0.66,ops-team
INC1200,SNOW1204,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.82,payments-team
INC1200,SNOW1205,related_change,,Heavy batch job scheduled during peak hours,servicenow,,infra-team
INC1200,JIRA-1141,related_change,,Registry storage migration performed,jira,,infra-team
INC1201,SNOW1206,similar_incident,Rolled back to previous 8 version to restore functionality,,servicenow,0.86,payments-team
INC1201,SNOW1207,related_change,,Redis cluster scaling performed last week,servicenow,,platform-team
INC1202,SNOW1208,similar_incident,Scaled up 19 instances from 49 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to databasems average.,,servicenow,0.67,dba-team
INC1202,JIRA-1142,similar_incident,Restarted 7 pods and cleared corrupted cache layer,,jira,0.84,security-team
INC1202,JIRA-1143,related_change,,Database migration completed last week,jira,,dba-team
INC1203,SNOW1209,similar_incident,Scaled up 12 instances from 56 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to servicems average.,,servicenow,0.95,api-team
INC1203,JIRA-1144,related_change,,Redis cluster scaling performed last week,jira,,api-team
INC1204,JIRA-1145,similar_incident,Scaled up 13 instances from 96 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to gatewayms average.,,jira,0.91,dba-team
INC1205,JIRA-1146,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 9 minutes.,,jira,0.91,dba-team
INC1205,SNOW1210,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 5 to 55 consumers. Backlog cleared in 9 hours.,,servicenow,0.85,dba-team
INC1206,SNOW1211,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 19 minutes.,,servicenow,0.92,devops-team
INC1206,SNOW1212,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 17 to 89 consumers. Backlog cleared in 2 hours.,,servicenow,0.84,devops-team
INC1206,JIRA-1147,related_change,,Redis cluster scaling performed last week,jira,,infra-team
INC1207,SNOW1213,similar_incident,Fixed 12 timeout by increasing connection timeout to 57s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.68,search-team
INC1207,JIRA-1148,similar_incident,Increased connection pool size from 20 to 38 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.71,api-team
INC1207,SNOW1214,similar_incident,Implemented 11 for automatic failover. Configured 33-node cluster with quorum of 8. Tested failover scenarios successfully.,,servicenow,0.74,platform-team
INC1208,SNOW1215,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.92,search-team
INC1208,SNOW1216,similar_incident,Restarted 15 pods and cleared corrupted cache layer,,servicenow,0.91,platform-team
INC1208,JIRA-1149,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 15 minutes.,,jira,0.84,devops-team
INC1209,JIRA-1150,similar_incident,Increased connection pool size from 11 to 69 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.8,api-team
INC1210,SNOW1217,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.87,identity-team
INC1210,SNOW1218,related_change,,Rate limiting threshold adjustment for new API tier,servicenow,,payments-team
INC1210,SNOW1219,similar_incident,Rolled back to previous 5 version to restore functionality,,servicenow,0.79,security-team
INC1211,JIRA-1151,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 18 to 65 consumers. Backlog cleared in 10 hours.,,jira,0.68,ops-team
INC1211,SNOW1220,related_change,,Registry storage migration performed,servicenow,,infra-team
INC1211,SNOW1221,similar_incident,Increased connection pool size from 17 to 59 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.93,security-team
INC1212,JIRA-1152,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,jira,0.74,ops-team
INC1212,SNOW1222,similar_incident,Implemented 13 for automatic failover. Configured 40-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.68,observability-team
INC1212,JIRA-1153,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 7 to 39 consumers. Backlog cleared in 8 hours.,,jira,0.68,payments-team
INC1213,SNOW1223,similar_incident,Rolled back to previous 17 version to restore functionality,,servicenow,0.77,payments-team
INC1213,SNOW1224,related_change,,Node capacity upgrade scheduled for maintenance window,servicenow,,api-team
INC1214,JIRA-1154,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 63 consumers. Backlog cleared in 4 hours.,,jira,0.77,payments-team
INC1214,JIRA-1155,similar_incident,Restarted 19 pods and cleared corrupted cache layer,,jira,0.92,search-team
INC1215,JIRA-1156,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 13 minutes.,,jira,0.65,search-team
INC1215,SNOW1225,similar_incident,Scaled up 18 instances from 47 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to servicems average.,,servicenow,0.95,platform-team
INC1215,JIRA-1157,related_change,,Rate limiting threshold adjustment for new API tier,jira,,identity-team
INC1216,SNOW1226,similar_incident,Scaled up 19 instances from 56 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to servicems average.,,servicenow,0.76,observability-team
INC1216,SNOW1227,related_change,,Fluentd configuration update for new log format,servicenow,,security-team
INC1217,JIRA-1158,similar_incident,Increased connection pool size from 11 to 63 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,security-team
INC1217,JIRA-1159,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.69,ops-team
INC1217,SNOW1228,related_change,,Registry storage migration performed,servicenow,,api-team
INC1218,JIRA-1160,similar_incident,Increased connection pool size from 12 to 65 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.71,platform-team
INC1218,JIRA-1161,related_change,,Database migration completed last week,jira,,identity-team
INC1218,SNOW1229,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,observability-team
INC1219,JIRA-1162,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.75,infra-team
INC1219,SNOW1230,related_change,,Registry storage migration performed,servicenow,,search-team
INC1220,JIRA-1163,similar_incident,Implemented 14 for automatic failover. Configured 79-node cluster with quorum of 8. Tested failover scenarios successfully.,,jira,0.69,search-team
INC1221,JIRA-1164,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 18 minutes.,,jira,0.65,api-team
INC1222,SNOW1231,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 7 to 87 consumers. Backlog cleared in 5 hours.,,servicenow,0.83,search-team
INC1223,JIRA-1165,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.71,identity-team
INC1223,JIRA-1166,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 11 to 100 consumers. Backlog cleared in 5 hours.,,jira,0.93,platform-team
INC1224,JIRA-1167,similar_incident,Scaled up 6 instances from 36 to 3 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to Redisms average.,,jira,0.82,identity-team
INC1224,SNOW1232,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.74,api-team
INC1224,JIRA-1168,related_change,,Redis cluster scaling performed last week,jira,,search-team
INC1225,SNOW1233,similar_incident,Increased connection pool size from 13 to 68 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.7,dba-team
INC1226,SNOW1234,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 16 minutes.,,servicenow,0.7,observability-team
INC1226,JIRA-1169,related_change,,Fluentd configuration update for new log format,jira,,infra-team
INC1226,JIRA-1170,related_change,,Added backup OAuth provider configuration,jira,,api-team
INC1227,SNOW1235,similar_incident,Rolled back to previous 6 version to restore functionality,,servicenow,0.85,search-team
INC1227,JIRA-1171,similar_incident,Scaled up 15 instances from 96 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to Redisms average.,,jira,0.92,devops-team
INC1227,JIRA-1172,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.9,observability-team
INC1228,SNOW1236,similar_incident,Increased connection pool size from 20 to 45 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.74,ops-team
INC1228,JIRA-1173,related_change,,Automated certificate rotation implementation in progress,jira,,infra-team
INC1229,SNOW1237,similar_incident,Scaled up 12 instances from 37 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to gatewayms average.,,servicenow,0.88,security-team
INC1229,JIRA-1174,related_change,,Added new notification templates last sprint,jira,,platform-team
INC1230,JIRA-1175,similar_incident,Fixed 12 timeout by increasing connection timeout to 93s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.79,infra-team
INC1230,SNOW1238,related_change,,CDN configuration update for cache TTL,servicenow,,observability-team
INC1230,SNOW1239,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 12 minutes.,,servicenow,0.88,identity-team
INC1231,SNOW1240,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.95,platform-team
INC1231,SNOW1241,related_change,,Elasticsearch cluster version upgrade deployed,servicenow,,observability-team
INC1231,SNOW1242,related_change,,Heavy batch job scheduled during peak hours,servicenow,,observability-team
INC1232,JIRA-1176,similar_incident,Increased connection pool size from 9 to 99 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.96,search-team
INC1232,JIRA-1177,related_change,,Deployed new frontend version with performance improvements,jira,,dba-team
INC1233,JIRA-1178,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.69,payments-team
INC1233,SNOW1243,similar_incident,Increased connection pool size from 11 to 90 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.66,security-team
INC1234,JIRA-1179,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.89,infra-team
INC1235,JIRA-1180,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 12 to 51 consumers. Backlog cleared in 2 hours.,,jira,0.95,devops-team
INC1235,SNOW1244,related_change,,CDN configuration update for cache TTL,servicenow,,security-team
INC1235,JIRA-1181,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 20 to 68 consumers. Backlog cleared in 10 hours.,,jira,0.84,platform-team
INC1236,SNOW1245,similar_incident,Restarted 14 pods and cleared corrupted cache layer,,servicenow,0.69,identity-team
INC1236,JIRA-1182,related_change,,Node capacity upgrade scheduled for maintenance window,jira,,api-team
INC1237,JIRA-1183,similar_incident,Scaled up 10 instances from 94 to 3 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to APIms average.,,jira,0.8,platform-team
INC1237,JIRA-1184,similar_incident,Increased connection pool size from 11 to 69 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.71,dba-team
INC1237,SNOW1246,related_change,,Added backup OAuth provider configuration,servicenow,,search-team
INC1238,SNOW1247,similar_incident,Rolled back to previous 9 version to restore functionality,,servicenow,0.95,observability-team
INC1239,SNOW1248,similar_incident,Increased connection pool size from 6 to 89 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.75,payments-team
INC1240,JIRA-1185,similar_incident,Fixed 9 timeout by increasing connection timeout to 64s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.69,platform-team
INC1240,JIRA-1186,similar_incident,Restarted 5 pods and cleared corrupted cache layer,,jira,0.84,dba-team
INC1241,SNOW1249,similar_incident,Fixed 20 timeout by increasing connection timeout to 85s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.7,search-team
INC1242,JIRA-1187,similar_incident,Fixed 12 timeout by increasing connection timeout to 89s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.71,identity-team
INC1242,SNOW1250,similar_incident,Increased connection pool size from 12 to 59 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.86,ops-team
INC1243,SNOW1251,similar_incident,Rolled back to previous 13 version to restore functionality,,servicenow,0.71,identity-team
INC1243,SNOW1252,similar_incident,Scaled up 11 instances from 98 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to databasems average.,,servicenow,0.89,infra-team
INC1244,SNOW1253,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 20 minutes.,,servicenow,0.79,platform-team
INC1245,JIRA-1188,similar_incident,Scaled up 20 instances from 83 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to Redisms average.,,jira,0.77,dba-team
INC1245,JIRA-1189,related_change,,Automated certificate rotation implementation in progress,jira,,dba-team
INC1245,JIRA-1190,similar_incident,Scaled up 16 instances from 92 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to databasems average.,,jira,0.86,identity-team
INC1246,JIRA-1191,similar_incident,Increased connection pool size from 15 to 56 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,devops-team
INC1246,JIRA-1192,similar_incident,Implemented 9 for automatic failover. Configured 97-node cluster with quorum of 10. Tested failover scenarios successfully.,,jira,0.72,payments-team
INC1247,JIRA-1193,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.92,ops-team
INC1247,SNOW1254,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 5 minutes.,,servicenow,0.77,security-team
INC1248,JIRA-1194,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 16 minutes.,,jira,0.77,identity-team
INC1248,JIRA-1195,related_change,,Heavy batch job scheduled during peak hours,jira,,observability-team
INC1248,SNOW1255,related_change,,Heavy batch job scheduled during peak hours,servicenow,,dba-team
INC1249,SNOW1256,similar_incident,Implemented 20 for automatic failover. Configured 83-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.83,observability-team
INC1249,JIRA-1196,similar_incident,Fixed 16 timeout by increasing connection timeout to 41s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.71,infra-team
INC1250,JIRA-1197,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 10 to 49 consumers. Backlog cleared in 3 hours.,,jira,0.89,observability-team
INC1251,JIRA-1198,similar_incident,Implemented 11 for automatic failover. Configured 83-node cluster with quorum of 5. Tested failover scenarios successfully.,,jira,0.84,platform-team
INC1252,JIRA-1199,similar_incident,Increased connection pool size from 11 to 74 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,dba-team
INC1252,JIRA-1200,similar_incident,Scaled up 20 instances from 37 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to servicems average.,,jira,0.67,infra-team
INC1252,SNOW1257,similar_incident,Fixed 19 timeout by increasing connection timeout to 56s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.76,infra-team
INC1253,JIRA-1201,similar_incident,Rolled back to previous 10 version to restore functionality,,jira,0.73,search-team
INC1253,SNOW1258,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 17 to 30 consumers. Backlog cleared in 3 hours.,,servicenow,0.84,security-team
INC1254,JIRA-1202,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 5 to 86 consumers. Backlog cleared in 5 hours.,,jira,0.74,security-team
INC1254,JIRA-1203,similar_incident,Restarted 16 pods and cleared corrupted cache layer,,jira,0.9,platform-team
INC1255,SNOW1259,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.71,observability-team
INC1255,SNOW1260,related_change,,Automated certificate rotation implementation in progress,servicenow,,security-team
INC1255,JIRA-1204,similar_incident,Increased connection pool size from 14 to 74 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,identity-team
INC1256,JIRA-1205,similar_incident,Implemented 20 for automatic failover. Configured 57-node cluster with quorum of 5. Tested failover scenarios successfully.,,jira,0.92,infra-team
INC1256,JIRA-1206,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.94,platform-team
INC1256,SNOW1261,related_change,,Redis cluster scaling performed last week,servicenow,,infra-team
INC1257,JIRA-1207,similar_incident,Scaled up 11 instances from 86 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to databasems average.,,jira,0.68,api-team
INC1257,SNOW1262,related_change,,Automated certificate rotation implementation in progress,servicenow,,platform-team
INC1258,JIRA-1208,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,jira,0.81,search-team
INC1259,SNOW1263,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,servicenow,0.85,dba-team
INC1259,JIRA-1209,related_change,,Redis cluster scaling performed last week,jira,,api-team
INC1260,SNOW1264,similar_incident,Implemented 12 for automatic failover. Configured 68-node cluster with quorum of 5. Tested failover scenarios successfully.,,servicenow,0.78,devops-team
INC1260,JIRA-1210,similar_incident,Scaled up 10 instances from 43 to 7 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to Redisms average.,,jira,0.81,devops-team
INC1260,SNOW1265,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.82,infra-team
INC1261,JIRA-1211,similar_incident,Implemented 18 for automatic failover. Configured 67-node cluster with quorum of 8. Tested failover scenarios successfully.,,jira,0.83,infra-team
INC1262,SNOW1266,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,servicenow,0.88,search-team
INC1263,SNOW1267,similar_incident,Scaled up 18 instances from 40 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to Redisms average.,,servicenow,0.66,devops-team
INC1263,SNOW1268,related_change,,New order notification feature deployed,servicenow,,payments-team
INC1263,JIRA-1212,related_change,,CDN configuration update for cache TTL,jira,,search-team
INC1264,SNOW1269,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.93,platform-team
INC1264,SNOW1270,similar_incident,Implemented 8 for automatic failover. Configured 70-node cluster with quorum of 10. Tested failover scenarios successfully.,,servicenow,0.72,api-team
INC1265,JIRA-1213,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 5 to 42 consumers. Backlog cleared in 5 hours.,,jira,0.88,security-team
INC1266,SNOW1271,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.76,devops-team
INC1267,SNOW1272,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.65,platform-team
INC1267,SNOW1273,similar_incident,Fixed 14 timeout by increasing connection timeout to 75s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.93,dba-team
INC1268,SNOW1274,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 7 to 67 consumers. Backlog cleared in 3 hours.,,servicenow,0.89,identity-team
INC1268,JIRA-1214,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 15 minutes.,,jira,0.78,api-team
INC1268,JIRA-1215,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.78,security-team
INC1269,JIRA-1216,similar_incident,Scaled up 20 instances from 30 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to gatewayms average.,,jira,0.94,identity-team
INC1269,SNOW1275,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.93,identity-team
INC1269,JIRA-1217,similar_incident,Restarted 8 pods and cleared corrupted cache layer,,jira,0.71,observability-team
INC1270,SNOW1276,similar_incident,Rolled back to previous 13 version to restore functionality,,servicenow,0.92,payments-team
INC1271,SNOW1277,similar_incident,Increased connection pool size from 11 to 91 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.81,observability-team
INC1271,JIRA-1218,related_change,,Payment provider SDK upgrade deployed yesterday,jira,,infra-team
INC1272,JIRA-1219,similar_incident,Implemented 5 for automatic failover. Configured 79-node cluster with quorum of 8. Tested failover scenarios successfully.,,jira,0.93,payments-team
INC1272,SNOW1278,similar_incident,Rolled back to previous 6 version to restore functionality,,servicenow,0.8,search-team
INC1272,SNOW1279,similar_incident,Scaled up 8 instances from 100 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to Redisms average.,,servicenow,0.68,security-team
INC1273,SNOW1280,similar_incident,Rolled back to previous 12 version to restore functionality,,servicenow,0.83,ops-team
INC1274,JIRA-1220,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.87,payments-team
INC1274,SNOW1281,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 9 to 58 consumers. Backlog cleared in 3 hours.,,servicenow,0.78,api-team
INC1274,SNOW1282,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.87,security-team
INC1275,SNOW1283,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.89,devops-team
INC1275,SNOW1284,related_change,,Node capacity upgrade scheduled for maintenance window,servicenow,,infra-team
INC1275,SNOW1285,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,ops-team
INC1276,SNOW1286,similar_incident,Fixed 6 timeout by increasing connection timeout to 57s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.78,observability-team
INC1277,SNOW1287,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.89,api-team
INC1277,JIRA-1221,related_change,,New order notification feature deployed,jira,,payments-team
INC1278,SNOW1288,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.87,security-team
INC1278,JIRA-1222,similar_incident,Implemented 6 for automatic failover. Configured 100-node cluster with quorum of 5. Tested failover scenarios successfully.,,jira,0.75,ops-team
INC1279,JIRA-1223,similar_incident,Increased connection pool size from 17 to 31 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.91,payments-team
INC1279,JIRA-1224,related_change,,Node capacity upgrade scheduled for maintenance window,jira,,platform-team
INC1280,JIRA-1225,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.82,search-team
INC1280,JIRA-1226,similar_incident,Restarted 13 pods and cleared corrupted cache layer,,jira,0.86,identity-team
INC1281,SNOW1289,similar_incident,Implemented 16 for automatic failover. Configured 88-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.91,observability-team
INC1281,JIRA-1227,related_change,,Redis cluster scaling performed last week,jira,,devops-team
INC1281,JIRA-1228,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.9,search-team
INC1282,SNOW1290,similar_incident,Scaled up 17 instances from 66 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to APIms average.,,servicenow,0.77,devops-team
INC1283,JIRA-1229,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 15 to 31 consumers. Backlog cleared in 4 hours.,,jira,0.9,api-team
INC1283,JIRA-1230,similar_incident,Scaled up 17 instances from 79 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to databasems average.,,jira,0.65,ops-team
INC1284,JIRA-1231,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.81,identity-team
INC1285,JIRA-1232,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.83,devops-team
INC1285,JIRA-1233,related_change,,Heavy batch job scheduled during peak hours,jira,,identity-team
INC1286,SNOW1291,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 78 consumers. Backlog cleared in 4 hours.,,servicenow,0.66,observability-team
INC1287,JIRA-1234,similar_incident,Restarted 9 pods and cleared corrupted cache layer,,jira,0.73,payments-team
INC1288,JIRA-1235,similar_incident,Fixed 15 timeout by increasing connection timeout to 79s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.88,ops-team
INC1289,JIRA-1236,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.77,search-team
INC1289,SNOW1292,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,infra-team
INC1289,SNOW1293,related_change,,Fluentd configuration update for new log format,servicenow,,observability-team
INC1290,JIRA-1237,similar_incident,Fixed 5 timeout by increasing connection timeout to 76s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.71,devops-team
INC1291,JIRA-1238,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 18 minutes.,,jira,0.74,identity-team
INC1292,SNOW1294,similar_incident,Fixed 9 timeout by increasing connection timeout to 45s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.94,api-team
INC1293,JIRA-1239,similar_incident,Implemented 12 for automatic failover. Configured 43-node cluster with quorum of 6. Tested failover scenarios successfully.,,jira,0.9,dba-team
INC1293,JIRA-1240,similar_incident,Implemented 11 for automatic failover. Configured 89-node cluster with quorum of 9. Tested failover scenarios successfully.,,jira,0.86,platform-team
INC1293,JIRA-1241,similar_incident,Fixed 8 timeout by increasing connection timeout to 44s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.68,observability-team
INC1294,SNOW1295,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.68,security-team
INC1294,SNOW1296,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.77,ops-team
INC1295,SNOW1297,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 89 consumers. Backlog cleared in 10 hours.,,servicenow,0.86,identity-team
INC1295,JIRA-1242,related_change,,Elasticsearch cluster version upgrade deployed,jira,,platform-team
INC1296,JIRA-1243,similar_incident,Fixed 18 timeout by increasing connection timeout to 57s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.69,payments-team
INC1296,JIRA-1244,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 14 minutes.,,jira,0.75,infra-team
INC1297,JIRA-1245,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.86,ops-team
INC1298,SNOW1298,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,servicenow,0.82,dba-team
INC1299,SNOW1299,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.95,infra-team
INC1299,SNOW1300,similar_incident,Implemented 19 for automatic failover. Configured 80-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.87,security-team
INC1299,SNOW1301,related_change,,Automated certificate rotation implementation in progress,servicenow,,devops-team
INC1300,JIRA-1246,similar_incident,Scaled up 9 instances from 37 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to servicems average.,,jira,0.86,ops-team
INC1300,SNOW1302,related_change,,CDN configuration update for cache TTL,servicenow,,devops-team
INC1301,SNOW1303,similar_incident,Scaled up 16 instances from 47 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to Redisms average.,,servicenow,0.8,identity-team
